Gene name	Gene ID	Transcript ID	CCDS ID	APPRIS Annotation	MANE
TNKS	8658	NM_003747.3	CCDS5974.1	PRINCIPAL:1	MANE Select
CYHR1	50626	NM_001330618.2	CCDS83335.1	PRINCIPAL:1	MANE Select
TATDN1	83940	NM_032026.4	CCDS6351.1	PRINCIPAL:1	MANE Select
IDO1	3620	NM_002164.6	CCDS47847.1	PRINCIPAL:1	MANE Select
HHLA1	10086	NM_001145095.3	-	PRINCIPAL:1	MANE Select
CYP7B1	9420	NM_004820.5	CCDS6180.1	PRINCIPAL:2	MANE Select
MTFR1	9650	NM_014637.4	CCDS6182.1	PRINCIPAL:1	MANE Select
PYCR3	65263	NM_023078.6	CCDS6407.2	PRINCIPAL:1	MANE Select
FAM90A8	441324	NM_001164450.1	-	PRINCIPAL:1	MANE Select
ADAM7	8756	NM_003817.4	CCDS6045.1	PRINCIPAL:1	MANE Select
GEM	2669	NM_005261.4	CCDS6261.1	PRINCIPAL:1	MANE Select
LZTS1	11178	NM_021020.5	CCDS6015.1	PRINCIPAL:1	MANE Select
INTS9	55756	NM_018250.4	CCDS34873.1	PRINCIPAL:1	MANE Select
SCRT1	83482	NM_031309.6	CCDS6421.1	PRINCIPAL:1	MANE Select
CIBAR1	137392	NM_145269.5	CCDS47892.1	PRINCIPAL:1	MANE Select
LRP12	29967	NM_013437.5	CCDS6303.1	PRINCIPAL:4	MANE Select
VXN	254778	NM_152765.4	CCDS6191.2	PRINCIPAL:1	MANE Select
ERI1	90459	NM_153332.4	CCDS5972.1	PRINCIPAL:1	MANE Select
E2F5	1875	NM_001951.4	CCDS47885.1	PRINCIPAL:4	MANE Select
NECAB1	64168	NM_022351.5	CCDS47889.1	PRINCIPAL:1	MANE Select
NUGGC	389643	NM_001010906.2	CCDS47833.1	PRINCIPAL:1	MANE Select
DENND3	22898	NM_001352890.3	CCDS87629.1	PRINCIPAL:2	MANE Select
SORBS3	10174	NM_005775.5	CCDS6031.1	PRINCIPAL:2	MANE Select
ZFAND1	79752	NM_024699.3	CCDS6232.1	PRINCIPAL:4	MANE Select
NBN	4683	NM_002485.5	CCDS6249.1	PRINCIPAL:1	MANE Select
PPP2R2A	5520	NM_002717.4	CCDS34867.1	PRINCIPAL:2	MANE Select
ZNF250	58500	NM_001109689.4	CCDS55282.1	PRINCIPAL:4	MANE Select
NDUFB9	4715	NM_005005.3	CCDS6352.1	PRINCIPAL:1	MANE Select
PDP1	54704	NM_018444.4	CCDS6259.1	PRINCIPAL:4	MANE Select
FAM90A7	441317	NM_001397387.1	-	PRINCIPAL:1	MANE Select
TEX15	56154	NM_001350162.2	CCDS87593.1	PRINCIPAL:1	MANE Select
GLI4	2738	NM_138465.4	CCDS6398.1	PRINCIPAL:1	MANE Select
EIF3E	3646	NM_001568.3	CCDS6308.1	PRINCIPAL:1	MANE Select
ZNF16	7564	NM_006958.3	CCDS6437.1	PRINCIPAL:1	MANE Select
KHDRBS3	10656	NM_006558.3	CCDS6374.1	PRINCIPAL:1	MANE Select
ZNF703	80139	NM_025069.3	CCDS6094.1	PRINCIPAL:1	MANE Select
TCEA1	6917	NM_006756.4	CCDS47858.1	PRINCIPAL:1	MANE Select
COPS5	10987	NM_006837.3	CCDS6198.1	PRINCIPAL:1	MANE Select
RAB2A	5862	NM_002865.3	CCDS6175.1	PRINCIPAL:1	MANE Select
ZNF7	7553	NM_003416.4	CCDS6435.1	PRINCIPAL:2	MANE Select
SNX16	64089	NM_152836.3	CCDS6234.1	PRINCIPAL:1	MANE Select
RNF19A	25897	NM_183419.4	CCDS6286.1	PRINCIPAL:1	MANE Select
TMEM70	54968	NM_017866.6	CCDS6215.1	PRINCIPAL:1	MANE Select
GNRH1	2796	NM_001083111.2	CCDS43725.1	PRINCIPAL:1	MANE Select
TMEM68	137695	NM_001286657.2	CCDS75742.1	PRINCIPAL:1	MANE Select
GSDMC	56169	NM_031415.3	CCDS6360.1	PRINCIPAL:1	MANE Select
ASPH	444	NM_004318.4	CCDS34898.1	PRINCIPAL:2	MANE Select
DMTN	2039	NM_001387751.1	-	PRINCIPAL:1	MANE Select
COMMD5	28991	NM_014066.4	CCDS6436.1	PRINCIPAL:1	MANE Select
CA2	760	NM_000067.3	CCDS6239.1	PRINCIPAL:1	MANE Select
TRMT12	55039	NM_017956.4	CCDS6349.1	PRINCIPAL:1	MANE Select
ST3GAL1	6482	NM_173344.3	CCDS6373.1	PRINCIPAL:1	MANE Select
KIFC2	90990	NM_001369769.2	-	PRINCIPAL:1	MANE Select
DUSP4	1846	NM_001394.7	CCDS6072.1	PRINCIPAL:1	MANE Select
TRIB1	10221	NM_025195.4	CCDS6357.1	PRINCIPAL:1	MANE Select
DPYS	1807	NM_001385.3	CCDS6302.1	PRINCIPAL:1	MANE Select
GFRA2	2675	NM_001495.5	CCDS47816.1	PRINCIPAL:1	MANE Select
CYC1	1537	NM_001916.5	CCDS6415.1	PRINCIPAL:1	MANE Select
ADRB3	155	NM_000025.3	CCDS6099.1	PRINCIPAL:1	MANE Select
RNF139	11236	NM_007218.4	CCDS6350.1	PRINCIPAL:1	MANE Select
SPIDR	23514	NM_001080394.4	CCDS43737.1	PRINCIPAL:1	MANE Select
LYPD2	137797	NM_205545.3	CCDS6388.1	PRINCIPAL:1	MANE Select
ZHX2	22882	NM_014943.5	CCDS6336.1	PRINCIPAL:1	MANE Select
MROH6	642475	NM_001100878.2	CCDS47928.1	PRINCIPAL:2	MANE Select
FBXO43	286151	NM_001029860.4	CCDS47904.1	PRINCIPAL:2	MANE Select
CSMD3	114788	NM_198123.2	CCDS6315.1	PRINCIPAL:1	MANE Select
FBXO25	26260	NM_183420.2	CCDS5952.1	PRINCIPAL:4	MANE Select
PKHD1L1	93035	NM_177531.6	CCDS47911.1	PRINCIPAL:4	MANE Select
GPAT4	137964	NM_178819.4	CCDS6117.1	PRINCIPAL:1	MANE Select
KCTD9	54793	NM_017634.4	CCDS6048.1	PRINCIPAL:1	MANE Select
MYOM2	9172	NM_003970.4	CCDS5957.1	PRINCIPAL:1	MANE Select
CNBD1	168975	NM_173538.3	CCDS55259.1	PRINCIPAL:2	MANE Select
TNFRSF10B	8795	NM_003842.5	CCDS6035.1	PRINCIPAL:2	MANE Select
ST18	9705	NM_001352837.2	CCDS6149.1	PRINCIPAL:1	MANE Select
KCNQ3	3786	NM_004519.4	CCDS34943.1	PRINCIPAL:1	MANE Select
DEFB4A	1673	NM_004942.4	CCDS5971.1	PRINCIPAL:1	MANE Select
HEY1	23462	NM_012258.4	CCDS6225.1	PRINCIPAL:1	MANE Select
TP53INP1	94241	NM_033285.4	CCDS6265.1	PRINCIPAL:1	MANE Select
DEFB107A	245910	NM_001037668.1	CCDS43699.1	PRINCIPAL:1	MANE Select
ZBTB10	65986	NM_001105539.3	CCDS47880.1	PRINCIPAL:2	MANE Select
DUSP26	78986	NM_024025.3	CCDS6092.1	PRINCIPAL:1	MANE Select
SOX17	64321	NM_022454.4	CCDS6159.1	PRINCIPAL:1	MANE Select
LY6L	101928108	NM_001368160.2	-	PRINCIPAL:1	MANE Select
MTMR7	9108	NM_004686.5	CCDS34851.1	PRINCIPAL:1	MANE Select
MSRA	4482	NM_012331.5	CCDS5975.1	PRINCIPAL:1	MANE Select
FABP4	2167	NM_001442.3	CCDS6230.1	PRINCIPAL:1	MANE Select
CHMP4C	92421	NM_152284.4	CCDS6233.1	PRINCIPAL:1	MANE Select
FAM135B	51059	NM_015912.4	CCDS6375.2	PRINCIPAL:2	MANE Select
FOXH1	8928	NM_003923.3	CCDS6428.1	PRINCIPAL:1	MANE Select
TONSL	4796	NM_013432.5	CCDS34968.2	PRINCIPAL:2	MANE Select
CCDC25	55246	NM_018246.3	CCDS6062.2	PRINCIPAL:1	MANE Select
ZHX1	11244	NM_007222.5	CCDS6342.1	PRINCIPAL:1	MANE Select
KCNS2	3788	NM_020697.4	CCDS6279.1	PRINCIPAL:1	MANE Select
FDFT1	2222	NM_004462.5	CCDS5985.1	PRINCIPAL:1	MANE Select
TMEM74	157753	NM_153015.3	CCDS6310.1	PRINCIPAL:1	MANE Select
CSMD1	64478	NM_033225.6	CCDS55189.1	PRINCIPAL:1	MANE Select
FUT10	84750	NM_032664.3	CCDS6088.1	PRINCIPAL:1	MANE Select
POLR3D	661	NM_001722.3	CCDS34858.1	PRINCIPAL:1	MANE Select
RIPK2	8767	NM_003821.6	CCDS6247.1	PRINCIPAL:1	MANE Select
SFRP1	6422	NM_003012.5	CCDS34886.1	PRINCIPAL:1	MANE Select
SLC25A32	81034	NM_030780.5	CCDS6300.1	PRINCIPAL:1	MANE Select
ANK1	286	NM_000037.4	CCDS6121.1	PRINCIPAL:4	MANE Select
LACTB2	51110	NM_016027.3	CCDS6208.1	PRINCIPAL:1	MANE Select
TRAPPC9	83696	NM_001160372.4	CCDS55278.1	PRINCIPAL:4	MANE Select
POU5F1B	5462	NM_001159542.3	CCDS55274.1	PRINCIPAL:1	MANE Select
TCF24	100129654	NM_001193502.2	CCDS59103.1	PRINCIPAL:1	MANE Select
BNIP3L	665	NM_004331.3	CCDS6050.1	PRINCIPAL:1	MANE Select
R3HCC1	203069	NM_001136108.3	CCDS47826.2	PRINCIPAL:2	MANE Select
OR4F21	441308	NM_001005504.1	CCDS34792.1	PRINCIPAL:1	MANE Select
TIGD5	84948	NM_032862.5	CCDS6406.2	PRINCIPAL:1	MANE Select
PNOC	5368	NM_006228.5	CCDS6066.1	PRINCIPAL:2	MANE Select
CLVS1	157807	NM_173519.3	CCDS6176.1	PRINCIPAL:1	MANE Select
DEFA1	1667	NM_004084.4	CCDS34797.1	PRINCIPAL:2	MANE Select
SQLE	6713	NM_003129.4	CCDS47918.1	PRINCIPAL:1	MANE Select
TTPA	7274	NM_000370.3	CCDS6178.1	PRINCIPAL:1	MANE Select
ZNF251	90987	NM_138367.2	CCDS47944.1	PRINCIPAL:1	MANE Select
CA3	761	NM_005181.4	CCDS6238.1	PRINCIPAL:1	MANE Select
SCARA3	51435	NM_016240.3	CCDS34871.1	PRINCIPAL:1	MANE Select
SOX7	83595	NM_031439.4	CCDS5977.1	PRINCIPAL:1	MANE Select
PLPP5	84513	NM_001102559.2	CCDS47841.1	PRINCIPAL:1	MANE Select
ADRA1A	148	NM_000680.4	CCDS6054.1	PRINCIPAL:1	MANE Select
CDH17	1015	NM_004063.4	CCDS6260.1	PRINCIPAL:1	MANE Select
SLC25A37	51312	NM_016612.4	CCDS47828.1	PRINCIPAL:1	MANE Select
TRIQK	286144	NM_001171797.2	CCDS55261.1	PRINCIPAL:1	MANE Select
ARC	23237	NM_015193.5	CCDS34950.1	PRINCIPAL:1	MANE Select
AGO2	27161	NM_012154.5	CCDS6380.1	PRINCIPAL:1	MANE Select
MSC	9242	NM_005098.4	CCDS43746.1	PRINCIPAL:1	MANE Select
IKBKB	3551	NM_001556.3	CCDS6128.1	PRINCIPAL:1	MANE Select
FAM90A9	441327	NM_001164448.1	-	PRINCIPAL:1	MANE Select
UTP23	84294	NM_032334.3	CCDS6320.1	PRINCIPAL:1	MANE Select
MRPL13	28998	NM_014078.6	CCDS6332.1	PRINCIPAL:1	MANE Select
CCDC166	100130274	NM_001162914.1	CCDS55280.1	PRINCIPAL:1	MANE Select
TNFRSF10D	8793	NM_003840.5	CCDS6038.1	PRINCIPAL:1	MANE Select
TRHR	7201	NM_003301.7	CCDS6311.1	PRINCIPAL:1	MANE Select
GPIHBP1	338328	NM_178172.6	CCDS34954.1	PRINCIPAL:1	MANE Select
PSKH2	85481	NM_033126.3	CCDS6240.1	PRINCIPAL:2	MANE Select
DEFB130B	100133267	NM_001195257.1	CCDS56524.1	PRINCIPAL:1	MANE Select
OC90	729330	NM_001080399.3	CCDS47919.1	PRINCIPAL:1	MANE Select
DEFB1	1672	NM_005218.4	CCDS5959.1	PRINCIPAL:1	MANE Select
TG	7038	NM_003235.5	CCDS34944.1	PRINCIPAL:2	MANE Select
LRRC24	441381	NM_001024678.4	CCDS34969.1	PRINCIPAL:1	MANE Select
PMP2	5375	NM_002677.5	CCDS6229.1	PRINCIPAL:1	MANE Select
SNTB1	6641	NM_021021.4	CCDS6334.1	PRINCIPAL:1	MANE Select
STC1	6781	NM_003155.3	CCDS6043.1	PRINCIPAL:1	MANE Select
CPA6	57094	NM_020361.5	CCDS6200.1	PRINCIPAL:1	MANE Select
CLN8	2055	NM_018941.4	CCDS5956.1	PRINCIPAL:1	MANE Select
NDUFAF6	137682	NM_152416.4	CCDS6266.2	PRINCIPAL:1	MANE Select
OSR2	116039	NM_001142462.3	CCDS47901.1	PRINCIPAL:1	MANE Select
OPRK1	4986	NM_000912.5	CCDS6152.1	PRINCIPAL:1	MANE Select
FABP5	2171	NM_001444.3	CCDS6228.1	PRINCIPAL:1	MANE Select
LSM1	27257	NM_014462.3	CCDS6103.1	PRINCIPAL:1	MANE Select
HAS2	3037	NM_005328.3	CCDS6335.1	PRINCIPAL:1	MANE Select
ZDHHC2	51201	NM_016353.5	CCDS47810.1	PRINCIPAL:1	MANE Select
C8orf74	203076	NM_001040032.2	CCDS47800.1	PRINCIPAL:2	MANE Select
EXTL3	2137	NM_001440.4	CCDS6070.1	PRINCIPAL:1	MANE Select
PRAG1	157285	NM_001080826.3	CCDS43706.1	PRINCIPAL:1	MANE Select
TNFRSF10A	8797	NM_003844.4	CCDS6039.1	PRINCIPAL:1	MANE Select
CHRNA2	1135	NM_000742.4	CCDS6059.1	PRINCIPAL:1	MANE Select
PTDSS1	9791	NM_014754.3	CCDS6271.1	PRINCIPAL:1	MANE Select
VIRMA	25962	NM_015496.5	CCDS34923.1	PRINCIPAL:1	MANE Select
GDF6	392255	NM_001001557.4	CCDS34926.1	PRINCIPAL:1	MANE Select
RAD21	5885	NM_006265.3	CCDS6321.1	PRINCIPAL:1	MANE Select
ZC3H3	23144	NM_015117.3	CCDS6402.1	PRINCIPAL:1	MANE Select
SH2D4A	63898	NM_022071.4	CCDS6009.1	PRINCIPAL:2	MANE Select
CDCA2	157313	NM_152562.4	CCDS6049.1	PRINCIPAL:2	MANE Select
USP17L1	401447	NM_001256873.1	CCDS78298.1	PRINCIPAL:1	MANE Select
CCNE2	9134	NM_057749.3	CCDS6264.1	PRINCIPAL:1	MANE Select
DCTN6	10671	NM_006571.4	CCDS6076.1	PRINCIPAL:1	MANE Select
FNTA	2339	NM_002027.3	CCDS6140.1	PRINCIPAL:1	MANE Select
LRRCC1	85444	NM_033402.5	CCDS43750.1	PRINCIPAL:2	MANE Select
TTI2	80185	NM_001102401.4	CCDS6090.1	PRINCIPAL:1	MANE Select
ZNF705D	728957	NM_001039615.3	CCDS43712.1	PRINCIPAL:1	MANE Select
NAT1	9	NM_000662.8	CCDS6007.1	PRINCIPAL:1	MANE Select
PREX2	80243	NM_024870.4	CCDS6201.1	PRINCIPAL:1	MANE Select
LYPLA1	10434	NM_006330.4	CCDS6157.1	PRINCIPAL:1	MANE Select
SLC52A2	79581	NM_001363118.2	CCDS6423.1	PRINCIPAL:1	MANE Select
UQCRB	7381	NM_006294.5	CCDS6269.1	PRINCIPAL:1	MANE Select
EBF2	64641	NM_022659.4	CCDS43726.1	PRINCIPAL:1	MANE Select
PCMTD1	115294	NM_052937.4	CCDS6148.1	PRINCIPAL:1	MANE Select
LYNX1	66004	NM_177477.4	CCDS6389.1	PRINCIPAL:1	MANE Select
ELOC	6921	NM_005648.4	CCDS34910.1	PRINCIPAL:1	MANE Select
NKX2-6	137814	NM_001136271.3	-	PRINCIPAL:1	MANE Select
CHRAC1	54108	NM_017444.6	CCDS6379.1	PRINCIPAL:1	MANE Select
ATP6V0D2	245972	NM_152565.1	CCDS6241.1	PRINCIPAL:1	MANE Select
XKR4	114786	NM_052898.2	CCDS34893.1	PRINCIPAL:1	MANE Select
C8orf76	84933	NM_032847.3	CCDS6341.1	PRINCIPAL:1	MANE Select
POP1	10940	NM_001145860.2	CCDS6277.1	PRINCIPAL:1	MANE Select
PARP10	84875	NM_032789.5	CCDS34960.1	PRINCIPAL:4	MANE Select
HTRA4	203100	NM_153692.4	CCDS6110.1	PRINCIPAL:1	MANE Select
NRG1	3084	NM_013964.5	CCDS6085.1	PRINCIPAL:1	MANE Select
HRURF	120766137	NM_001394132.1	-	PRINCIPAL:1	MANE Select
TDRP	157695	NM_001384899.1	-	PRINCIPAL:1	MANE Select
C8orf58	541565	NM_001013842.3	CCDS34862.1	PRINCIPAL:1	MANE Select
SNTG1	54212	NM_018967.5	CCDS6147.1	PRINCIPAL:1	MANE Select
MTMR9	66036	NM_015458.4	CCDS5979.1	PRINCIPAL:1	MANE Select
PENK	5179	NM_001135690.3	CCDS6168.1	PRINCIPAL:1	MANE Select
ARMC1	55156	NM_018120.6	CCDS6181.1	PRINCIPAL:1	MANE Select
NIPAL2	79815	NM_001321635.2	CCDS83310.1	PRINCIPAL:1	MANE Select
RDH10	157506	NM_172037.5	CCDS6213.1	PRINCIPAL:1	MANE Select
LGI3	203190	NM_139278.4	CCDS6025.1	PRINCIPAL:1	MANE Select
DCSTAMP	81501	NM_030788.4	CCDS6301.1	PRINCIPAL:1	MANE Select
GTF2E2	2961	NM_002095.6	CCDS6078.1	PRINCIPAL:1	MANE Select
PTK2B	2185	NM_173176.3	CCDS6057.1	PRINCIPAL:4	MANE Select
JRK	8629	NM_003724.4	CCDS75796.1	PRINCIPAL:2	MANE Select
ADAM2	2515	NM_001464.5	CCDS34884.1	PRINCIPAL:1	MANE Select
PIWIL2	55124	NM_018068.5	CCDS6029.1	PRINCIPAL:1	MANE Select
PTP4A3	11156	NM_032611.3	CCDS6383.1	PRINCIPAL:1	MANE Select
SLC26A7	115111	NM_052832.4	CCDS6254.1	PRINCIPAL:1	MANE Select
CHRNB3	1142	NM_000749.5	CCDS6134.1	PRINCIPAL:1	MANE Select
SPATC1	375686	NM_198572.3	CCDS6413.2	PRINCIPAL:1	MANE Select
MAL2	114569	NM_052886.3	CCDS75780.1	PRINCIPAL:1	MANE Select
ELP3	55140	NM_018091.6	CCDS6065.1	PRINCIPAL:1	MANE Select
SLCO5A1	81796	NM_030958.3	CCDS6205.1	PRINCIPAL:1	MANE Select
DCAF4L2	138009	NM_152418.4	CCDS6245.1	PRINCIPAL:1	MANE Select
MFSD3	113655	NM_138431.3	CCDS6431.1	PRINCIPAL:1	MANE Select
GPR20	2843	NM_005293.3	CCDS34949.1	PRINCIPAL:1	MANE Select
MMP16	4325	NM_005941.5	CCDS6246.1	PRINCIPAL:1	MANE Select
SGK3	23678	NM_001033578.3	CCDS6195.1	PRINCIPAL:1	MANE Select
SLURP1	57152	NM_020427.3	CCDS6387.1	PRINCIPAL:1	MANE Select
CPQ	10404	NM_016134.4	CCDS6273.1	PRINCIPAL:1	MANE Select
FGF20	26281	NM_019851.3	CCDS5998.1	PRINCIPAL:1	MANE Select
THAP1	55145	NM_018105.3	CCDS6136.1	PRINCIPAL:1	MANE Select
CHD7	55636	NM_017780.4	CCDS47865.1	PRINCIPAL:4	MANE Select
CTSB	1508	NM_001908.5	CCDS5986.1	PRINCIPAL:1	MANE Select
GOT1L1	137362	NM_152413.3	CCDS47839.1	PRINCIPAL:2	MANE Select
PHYHIP	9796	NM_014759.5	CCDS43723.1	PRINCIPAL:1	MANE Select
CLU	1191	NM_001831.4	CCDS47832.1	PRINCIPAL:1	MANE Select
ZNF704	619279	NM_001033723.3	CCDS34913.1	PRINCIPAL:1	MANE Select
IDO2	169355	NM_194294.5	CCDS6114.2	PRINCIPAL:1	MANE Select
MCPH1	79648	NM_024596.5	CCDS43689.1	PRINCIPAL:1	MANE Select
RHPN1	114822	NM_052924.3	CCDS47927.1	PRINCIPAL:2	MANE Select
MICU3	286097	NM_181723.3	CCDS5999.1	PRINCIPAL:1	MANE Select
C8orf82	414919	NM_001001795.2	CCDS34970.1	PRINCIPAL:1	MANE Select
ADGRB1	575	NM_001702.3	CCDS64985.1	PRINCIPAL:4	MANE Select
SNAI2	6591	NM_003068.5	CCDS6146.1	PRINCIPAL:1	MANE Select
IMPA1	3612	NM_005536.4	CCDS6231.1	PRINCIPAL:1	MANE Select
EIF3H	8667	NM_003756.3	CCDS6319.1	PRINCIPAL:1	MANE Select
TMEM249	340393	NM_001280561.2	CCDS59117.1	PRINCIPAL:1	MANE Select
ZMAT4	79698	NM_024645.3	CCDS34885.1	PRINCIPAL:1	MANE Select
TRIM35	23087	NM_171982.5	CCDS6056.2	PRINCIPAL:1	MANE Select
DKK4	27121	NM_014420.3	CCDS6130.1	PRINCIPAL:1	MANE Select
BLK	640	NM_001715.3	CCDS5982.1	PRINCIPAL:1	MANE Select
RPL30	6156	NM_000989.4	CCDS34928.1	PRINCIPAL:1	MANE Select
FABP9	646480	NM_001080526.2	-	PRINCIPAL:1	MANE Select
USP17L4	645402	NM_001256874.1	CCDS78299.1	PRINCIPAL:1	MANE Select
SULF1	23213	NM_001128205.2	CCDS6204.1	PRINCIPAL:1	MANE Select
TGS1	96764	NM_024831.8	CCDS34894.1	PRINCIPAL:2	MANE Select
RALYL	138046	NM_173848.7	CCDS55253.1	PRINCIPAL:4	MANE Select
DEFA1B	728358	NM_001042500.2	CCDS43691.1	PRINCIPAL:2	MANE Select
MROH1	727957	NM_032450.3	CCDS47938.1	PRINCIPAL:4	MANE Select
GPAA1	8733	NM_003801.4	CCDS43776.1	PRINCIPAL:1	MANE Select
C8orf89	100130301	NM_001243237.3	CCDS75752.1	PRINCIPAL:1	MANE Select
PXDNL	137902	NM_144651.5	CCDS47855.1	PRINCIPAL:1	MANE Select
NAPRT	93100	NM_145201.6	CCDS6403.2	PRINCIPAL:1	MANE Select
FAM90A18	441326	NM_001164451.1	-	PRINCIPAL:1	MANE Select
RBIS	401466	NM_001099673.3	CCDS55255.1	PRINCIPAL:1	MANE Select
CALB1	793	NM_004929.4	CCDS6251.1	PRINCIPAL:1	MANE Select
TAF2	6873	NM_003184.4	CCDS34937.1	PRINCIPAL:1	MANE Select
ZNF706	51123	NM_016096.5	CCDS6291.1	PRINCIPAL:1	MANE Select
VPS37A	137492	NM_152415.3	CCDS6001.1	PRINCIPAL:1	MANE Select
CYP11B2	1585	NM_000498.3	CCDS6393.1	PRINCIPAL:1	MANE Select
ABRA	137735	NM_139166.5	CCDS6305.1	PRINCIPAL:1	MANE Select
SGCZ	137868	NM_139167.4	CCDS5992.2	PRINCIPAL:1	MANE Select
GRINA	2907	NM_001009184.2	CCDS34961.1	PRINCIPAL:1	MANE Select
EYA1	2138	NM_000503.6	CCDS34906.1	PRINCIPAL:4	MANE Select
RPS20	6224	NM_001023.4	CCDS6163.1	PRINCIPAL:1	MANE Select
CYP11B1	1584	NM_000497.4	CCDS6392.1	PRINCIPAL:1	MANE Select
GRHL2	79977	NM_024915.4	CCDS34931.1	PRINCIPAL:1	MANE Select
ESRP1	54845	NM_017697.4	CCDS47897.1	PRINCIPAL:4	MANE Select
DGAT1	8694	NM_012079.6	CCDS6420.1	PRINCIPAL:4	MANE Select
NUDT18	79873	NM_024815.4	CCDS75706.1	PRINCIPAL:1	MANE Select
PLAG1	5324	NM_002655.3	CCDS6165.1	PRINCIPAL:1	MANE Select
UBR5	51366	NM_015902.6	CCDS34933.1	PRINCIPAL:4	MANE Select
GFUS	7264	NM_003313.4	CCDS6408.1	PRINCIPAL:1	MANE Select
PURG	29942	NM_001323311.2	CCDS6081.1	PRINCIPAL:1	MANE Select
PTK2	5747	NM_001352702.2	-	PRINCIPAL:4	MANE Select
ADGRA2	25960	NM_032777.10	CCDS6097.2	PRINCIPAL:1	MANE Select
KLF10	7071	NM_005655.4	CCDS6294.1	PRINCIPAL:1	MANE Select
PLPBP	11212	NM_007198.4	CCDS6096.1	PRINCIPAL:2	MANE Select
ATAD2	29028	NM_014109.4	CCDS6343.1	PRINCIPAL:2	MANE Select
EXOSC4	54512	NM_019037.3	CCDS6414.1	PRINCIPAL:1	MANE Select
SDCBP	6386	NM_005625.4	CCDS6172.1	PRINCIPAL:4	MANE Select
PRR23D1	100131608	NM_001282479.1	CCDS64820.1	PRINCIPAL:1	MANE Select
DECR1	1666	NM_001359.2	CCDS6250.1	PRINCIPAL:1	MANE Select
SPAG1	6674	NM_003114.5	CCDS34930.1	PRINCIPAL:1	MANE Select
PBK	55872	NM_018492.4	CCDS6063.1	PRINCIPAL:1	MANE Select
STAR	6770	NM_000349.3	CCDS6102.1	PRINCIPAL:1	MANE Select
FHIP2B	64760	NM_022749.7	CCDS6021.2	PRINCIPAL:4	MANE Select
HMBOX1	79618	NM_001135726.3	CCDS6071.1	PRINCIPAL:4	MANE Select
TMEM64	169200	NM_001008495.4	CCDS34920.2	PRINCIPAL:1	MANE Select
DEFB104A	140596	NM_080389.3	CCDS34834.1	PRINCIPAL:1	MANE Select
DPY19L4	286148	NM_181787.3	CCDS34924.1	PRINCIPAL:1	MANE Select
VDAC3	7419	NM_005662.7	CCDS6131.1	PRINCIPAL:4	MANE Select
MATN2	4147	NM_002380.5	CCDS55264.1	PRINCIPAL:4	MANE Select
REEP4	80346	NM_025232.4	CCDS6024.1	PRINCIPAL:1	MANE Select
NDRG1	10397	NM_006096.4	CCDS34945.1	PRINCIPAL:1	MANE Select
IL7	3574	NM_000880.4	CCDS6224.1	PRINCIPAL:1	MANE Select
MTSS1	9788	NM_014751.6	CCDS6353.1	PRINCIPAL:4	MANE Select
PDGFRL	5157	NM_001372073.1	-	PRINCIPAL:1	MANE Select
MOS	4342	NM_005372.1	CCDS6164.1	PRINCIPAL:1	MANE Select
SMIM18	100507341	NM_001206847.2	CCDS56529.1	PRINCIPAL:1	MANE Select
WRN	7486	NM_000553.6	CCDS6082.1	PRINCIPAL:2	MANE Select
DEFA6	1671	NM_001926.4	CCDS5960.1	PRINCIPAL:1	MANE Select
FGL1	2267	NM_004467.4	CCDS6004.1	PRINCIPAL:1	MANE Select
ERICH5	203111	NM_173549.3	CCDS34929.1	PRINCIPAL:1	MANE Select
BIN3	55909	NM_018688.6	CCDS47825.1	PRINCIPAL:1	MANE Select
FAM83H	286077	NM_198488.5	CCDS6410.2	PRINCIPAL:1	MANE Select
ZNF623	9831	NM_001261843.2	CCDS47931.1	PRINCIPAL:2	MANE Select
AARD	441376	NM_001025357.3	CCDS34935.1	PRINCIPAL:1	MANE Select
NPM2	10361	NM_001286680.2	CCDS6018.1	PRINCIPAL:2	MANE Select
CCAR2	57805	NM_001393997.1	-	PRINCIPAL:4	MANE Select
PABPC1	26986	NM_002568.4	CCDS6289.1	PRINCIPAL:1	MANE Select
WWP1	11059	NM_007013.4	CCDS6242.1	PRINCIPAL:4	MANE Select
TM2D2	83877	NM_078473.3	CCDS6111.1	PRINCIPAL:1	MANE Select
MTBP	27085	NM_022045.5	CCDS6333.1	PRINCIPAL:1	MANE Select
COL14A1	7373	NM_021110.4	CCDS34938.1	PRINCIPAL:4	MANE Select
LY6E	4061	NM_002346.3	CCDS6394.1	PRINCIPAL:1	MANE Select
NEFM	4741	NM_005382.2	CCDS6046.1	PRINCIPAL:1	MANE Select
ERLIN2	11160	NM_007175.8	CCDS6095.1	PRINCIPAL:1	MANE Select
VPS13B	157680	NM_152564.5	CCDS6281.1	PRINCIPAL:1	MANE Select
ANGPT2	285	NM_001118887.2	CCDS47762.1	PRINCIPAL:4	MANE Select
FAM90A23	645572	NM_001397380.1	-	PRINCIPAL:1	MANE Select
UBXN2B	137886	NM_001077619.2	CCDS43741.1	PRINCIPAL:1	MANE Select
SARAF	51669	NM_016127.6	CCDS6074.1	PRINCIPAL:1	MANE Select
SLURP2	432355	NM_177458.3	CCDS34952.1	PRINCIPAL:1	MANE Select
PRSS55	203074	NM_198464.4	CCDS5976.1	PRINCIPAL:4	MANE Select
