Ensembl_id	Transcript_id	Gene_name	HGNC_name_e107
ENSG00000104205.8	ENST00000345714.4	SGK3	SGK3
ENSG00000178460.13	ENST00000422365.2	MCMDC2	MCMDC2
ENSG00000261787.1	ENST00000563496.1	TCF24	TCF24
ENSG00000121022.9	ENST00000357849.4	COPS5	COPS5
ENSG00000066777.4	ENST00000262215.3	ARFGEF1	ARFGEF1
ENSG00000165078.7	ENST00000297770.4	CPA6	CPA6
ENSG00000046889.14	ENST00000288368.4	PREX2	PREX2
ENSG00000165084.11	ENST00000518698.1	C8orf34	C8orf34
ENSG00000137573.9	ENST00000458141.2	SULF1	SULF1
ENSG00000137573.9	ENST00000260128.4	SULF1	SULF1
ENSG00000137573.9	ENST00000402687.4	SULF1	SULF1
ENSG00000137573.9	ENST00000419716.3	SULF1	SULF1
ENSG00000137571.6	ENST00000260126.4	SLCO5A1	SLCO5A1
ENSG00000147596.3	ENST00000276594.2	PRDM14	PRDM14
ENSG00000140396.8	ENST00000452400.2	NCOA2	NCOA2
ENSG00000067167.3	ENST00000262213.2	TRAM1	TRAM1
ENSG00000147592.4	ENST00000522447.1	LACTB2	LACTB2
ENSG00000147592.4	ENST00000276590.4	LACTB2	LACTB2
ENSG00000221947.3	ENST00000408926.3	XKR9	XKR9
ENSG00000221947.3	ENST00000520030.1	XKR9	XKR9
ENSG00000104313.13	ENST00000388742.4	EYA1	EYA1
ENSG00000104313.13	ENST00000340726.3	EYA1	EYA1
ENSG00000178860.8	ENST00000325509.4	MSC	MSC
ENSG00000104321.6	ENST00000262209.4	TRPA1	TRPA1
ENSG00000182674.5	ENST00000523207.1	KCNB2	KCNB2
ENSG00000147601.9	ENST00000276603.5	TERF1	TERF1
ENSG00000164764.10	ENST00000297354.6	SBSPON	SBSPON
ENSG00000147604.9	ENST00000352983.2	RPL7	RPL7
ENSG00000121039.5	ENST00000240285.5	RDH10	RDH10
ENSG00000040341.13	ENST00000524300.1	STAU2	STAU2
ENSG00000104343.15	ENST00000602593.1	UBE2W	UBE2W
ENSG00000154582.12	ENST00000518127.1	TCEB1	ELOC
ENSG00000154582.12	ENST00000520242.1	TCEB1	ELOC
ENSG00000154582.12	ENST00000519487.1	TCEB1	ELOC
ENSG00000154582.12	ENST00000284811.8	TCEB1	ELOC
ENSG00000154582.12	ENST00000522337.1	TCEB1	ELOC
ENSG00000154582.12	ENST00000523815.1	TCEB1	ELOC
ENSG00000175606.6	ENST00000312184.5	TMEM70	TMEM70
ENSG00000154589.2	ENST00000284818.2	LY96	LY96
ENSG00000104369.4	ENST00000342232.4	JPH1	JPH1
ENSG00000104381.8	ENST00000220822.7	GDAP1	GDAP1
ENSG00000137558.3	ENST00000260113.2	PI15	PI15
ENSG00000137558.3	ENST00000523773.1	PI15	PI15
ENSG00000121005.4	ENST00000262207.4	CRISPLD1	CRISPLD1
ENSG00000091656.11	ENST00000521891.2	ZFHX4	ZFHX4
ENSG00000164751.10	ENST00000357039.4	PEX2	PEX2
ENSG00000164751.10	ENST00000419564.2	PEX2	PEX2
ENSG00000164751.10	ENST00000520103.1	PEX2	PEX2
ENSG00000164751.10	ENST00000522527.1	PEX2	PEX2
ENSG00000171033.8	ENST00000396418.2	PKIA	PKIA
ENSG00000171033.8	ENST00000352966.5	PKIA	PKIA
ENSG00000171033.8	ENST00000518467.1	PKIA	PKIA
ENSG00000104427.7	ENST00000263849.4	ZC2HC1A	ZC2HC1A
ENSG00000104432.8	ENST00000263851.4	IL7	IL7
ENSG00000104435.9	ENST00000220876.7	STMN2	STMN2
ENSG00000164683.12	ENST00000354724.3	HEY1	HEY1
ENSG00000147586.5	ENST00000276585.4	MRPS28	MRPS28
ENSG00000205189.7	ENST00000430430.1	ZBTB10	ZBTB10
ENSG00000205189.7	ENST00000455036.3	ZBTB10	ZBTB10
ENSG00000164684.9	ENST00000327835.3	ZNF704	ZNF704
ENSG00000076641.4	ENST00000220597.4	PAG1	PAG1
ENSG00000164687.6	ENST00000297258.6	FABP5	FABP5
ENSG00000147588.6	ENST00000256103.2	PMP2	PMP2
ENSG00000205186.2	ENST00000379071.2	FABP9	FABP9
ENSG00000170323.4	ENST00000256104.4	FABP4	FABP4
ENSG00000133731.5	ENST00000256108.5	IMPA1	IMPA1
ENSG00000253598.1	ENST00000518568.1	SLC10A5	SLC10A5
ENSG00000104231.6	ENST00000220669.5	ZFAND1	ZFAND1
ENSG00000164695.4	ENST00000297265.4	CHMP4C	CHMP4C
ENSG00000104497.9	ENST00000396330.2	SNX16	SNX16
ENSG00000104497.9	ENST00000345957.4	SNX16	SNX16
ENSG00000184672.7	ENST00000522455.1	RALYL	RALYL
ENSG00000184672.7	ENST00000521695.1	RALYL	RALYL
ENSG00000184672.7	ENST00000521268.1	RALYL	RALYL
ENSG00000133739.11	ENST00000360375.3	LRRCC1	LRRCC1
ENSG00000133740.6	ENST00000416274.2	E2F5	E2F5
ENSG00000185015.3	ENST00000321764.3	CA13	CA13
ENSG00000133742.9	ENST00000523953.1	CA1	CA1
ENSG00000133742.9	ENST00000256119.5	CA1	CA1
ENSG00000133742.9	ENST00000431316.1	CA1	CA1
ENSG00000133742.9	ENST00000542576.1	CA1	CA1
ENSG00000133742.9	ENST00000432364.2	CA1	CA1
ENSG00000133742.9	ENST00000523022.1	CA1	CA1
ENSG00000164879.6	ENST00000285381.2	CA3	CA3
ENSG00000104267.5	ENST00000285379.5	CA2	CA2
ENSG00000147614.3	ENST00000285393.3	ATP6V0D2	ATP6V0D2
ENSG00000147613.3	ENST00000276616.2	PSKH2	PSKH2
ENSG00000164893.4	ENST00000297524.3	SLC7A13	SLC7A13
ENSG00000123124.9	ENST00000517970.1	WWP1	WWP1
ENSG00000123124.9	ENST00000265428.4	WWP1	WWP1
ENSG00000176623.7	ENST00000406452.3	RMDN1	RMDN1
ENSG00000085719.7	ENST00000198765.4	CPNE3	CPNE3
ENSG00000085719.7	ENST00000521271.1	CPNE3	CPNE3
ENSG00000170289.8	ENST00000320005.5	CNGB3	CNGB3
ENSG00000176566.3	ENST00000319675.3	DCAF4L2	DCAF4L2
ENSG00000156103.11	ENST00000286614.6	MMP16	MMP16
ENSG00000104312.6	ENST00000220751.4	RIPK2	RIPK2
ENSG00000104320.9	ENST00000265433.3	NBN	NBN
ENSG00000104325.2	ENST00000220764.2	DECR1	DECR1
ENSG00000104327.3	ENST00000265431.3	CALB1	CALB1
ENSG00000180694.9	ENST00000458549.2	TMEM64	TMEM64
ENSG00000123119.7	ENST00000417640.2	NECAB1	NECAB1
ENSG00000253250.2	ENST00000517562.2	RP11-122A3.2	C8orf88
ENSG00000155099.3	ENST00000285419.3	TMEM55A	PIP4P2
ENSG00000214954.4	ENST00000448384.2	LRRC69	LRRC69
ENSG00000147606.4	ENST00000523719.1	SLC26A7	SLC26A7
ENSG00000147606.4	ENST00000276609.3	SLC26A7	SLC26A7
ENSG00000205133.7	ENST00000521988.1	TRIQK	TRIQK
ENSG00000205133.7	ENST00000537541.1	TRIQK	TRIQK
ENSG00000205133.7	ENST00000518748.1	TRIQK	TRIQK
ENSG00000205133.7	ENST00000520686.1	TRIQK	TRIQK
ENSG00000205133.7	ENST00000520430.1	TRIQK	TRIQK
ENSG00000205133.7	ENST00000378861.5	TRIQK	TRIQK
ENSG00000205133.7	ENST00000521617.1	TRIQK	TRIQK
ENSG00000205133.7	ENST00000524107.1	TRIQK	TRIQK
ENSG00000205133.7	ENST00000519969.1	TRIQK	TRIQK
ENSG00000188343.8	ENST00000518322.1	FAM92A1	CIBAR1
ENSG00000183808.7	ENST00000399300.2	RBM12B	RBM12B
ENSG00000164953.11	ENST00000453321.3	TMEM67	TMEM67
ENSG00000079112.5	ENST00000027335.3	CDH17	CDH17
ENSG00000079112.5	ENST00000450165.2	CDH17	CDH17
ENSG00000164949.3	ENST00000396194.2	GEM	GEM
ENSG00000164949.3	ENST00000297596.2	GEM	GEM
ENSG00000197275.8	ENST00000336148.5	RAD54B	RAD54B
ENSG00000265817.1	ENST00000481490.2	FSBP	FSBP
ENSG00000164944.7	ENST00000297591.5	KIAA1429	VIRMA
ENSG00000104413.11	ENST00000433389.2	ESRP1	ESRP1
ENSG00000156162.12	ENST00000414645.2	DPY19L4	DPY19L4
ENSG00000164941.9	ENST00000523731.1	INTS8	INTS8
ENSG00000175305.12	ENST00000520509.1	CCNE2	CCNE2
ENSG00000175305.12	ENST00000308108.4	CCNE2	CCNE2
ENSG00000156170.8	ENST00000396124.4	NDUFAF6	NDUFAF6
ENSG00000164938.9	ENST00000342697.4	TP53INP1	TP53INP1
ENSG00000175895.3	ENST00000315367.3	PLEKHF2	PLEKHF2
ENSG00000175895.3	ENST00000519516.1	PLEKHF2	PLEKHF2
ENSG00000156172.5	ENST00000286688.5	C8orf37	CFAP418
ENSG00000156466.8	ENST00000287020.5	GDF6	GDF6
ENSG00000156467.5	ENST00000287022.5	UQCRB	UQCRB
ENSG00000156469.4	ENST00000287025.3	MTERFD1	MTERF3
ENSG00000156471.8	ENST00000517309.1	PTDSS1	PTDSS1
ENSG00000169439.7	ENST00000302190.4	SDC2	SDC2
ENSG00000104324.11	ENST00000220763.5	CPQ	CPQ
ENSG00000180543.3	ENST00000322128.3	TSPYL5	TSPYL5
ENSG00000147649.5	ENST00000336273.3	MTDH	MTDH
ENSG00000104341.12	ENST00000521545.2	LAPTM4B	LAPTM4B
ENSG00000132561.9	ENST00000520016.1	MATN2	MATN2
ENSG00000156482.6	ENST00000521291.1	RPL30	RPL30
ENSG00000156482.6	ENST00000287038.3	RPL30	RPL30
ENSG00000177459.6	ENST00000318528.3	C8orf47	ERICH5
ENSG00000132541.6	ENST00000254878.3	HRSP12	RIDA
ENSG00000104356.6	ENST00000401707.2	POP1	POP1
ENSG00000104356.6	ENST00000349693.3	POP1	POP1
ENSG00000104361.5	ENST00000430223.2	NIPAL2	NIPAL2
ENSG00000104375.11	ENST00000419617.2	STK3	STK3
ENSG00000156486.7	ENST00000287042.4	KCNS2	KCNS2
ENSG00000156486.7	ENST00000521839.1	KCNS2	KCNS2
ENSG00000164920.5	ENST00000297565.4	OSR2	OSR2
ENSG00000164920.5	ENST00000522510.1	OSR2	OSR2
ENSG00000132549.14	ENST00000357162.2	VPS13B	VPS13B
ENSG00000164919.6	ENST00000522934.1	COX6C	COX6C
ENSG00000164919.6	ENST00000520517.1	COX6C	COX6C
ENSG00000164919.6	ENST00000520468.2	COX6C	COX6C
ENSG00000164919.6	ENST00000297564.2	COX6C	COX6C
ENSG00000164919.6	ENST00000520271.1	COX6C	COX6C
ENSG00000164919.6	ENST00000517682.2	COX6C	COX6C
ENSG00000164919.6	ENST00000524245.1	COX6C	COX6C
ENSG00000164919.6	ENST00000522940.1	COX6C	COX6C
ENSG00000164919.6	ENST00000518171.1	COX6C	COX6C
ENSG00000164919.6	ENST00000523016.1	COX6C	COX6C
ENSG00000132554.15	ENST00000360863.6	RGS22	RGS22
ENSG00000156509.9	ENST00000428847.2	FBXO43	FBXO43
ENSG00000147669.6	ENST00000353107.3	POLR2K	POLR2K
ENSG00000104450.8	ENST00000251809.3	SPAG1	SPAG1
ENSG00000104450.8	ENST00000388798.2	SPAG1	SPAG1
ENSG00000034677.7	ENST00000519449.1	RNF19A	RNF19A
ENSG00000034677.7	ENST00000341084.2	RNF19A	RNF19A
ENSG00000186106.7	ENST00000335659.3	ANKRD46	ANKRD46
ENSG00000186106.7	ENST00000519597.1	ANKRD46	ANKRD46
ENSG00000186106.7	ENST00000520311.1	ANKRD46	ANKRD46
ENSG00000174226.4	ENST00000311812.2	SNX31	SNX31
ENSG00000070756.9	ENST00000318607.5	PABPC1	PABPC1
ENSG00000164924.13	ENST00000395957.2	YWHAZ	YWHAZ
ENSG00000164924.13	ENST00000457309.1	YWHAZ	YWHAZ
ENSG00000164924.13	ENST00000395958.2	YWHAZ	YWHAZ
ENSG00000164924.13	ENST00000395956.3	YWHAZ	YWHAZ
ENSG00000164924.13	ENST00000353245.3	YWHAZ	YWHAZ
ENSG00000164924.13	ENST00000395953.2	YWHAZ	YWHAZ
ENSG00000164924.13	ENST00000395951.3	YWHAZ	YWHAZ
ENSG00000164924.13	ENST00000419477.2	YWHAZ	YWHAZ
ENSG00000120963.7	ENST00000520984.1	ZNF706	ZNF706
ENSG00000120963.7	ENST00000311212.4	ZNF706	ZNF706
ENSG00000120963.7	ENST00000517844.1	ZNF706	ZNF706
ENSG00000120963.7	ENST00000520347.1	ZNF706	ZNF706
ENSG00000120963.7	ENST00000519882.1	ZNF706	ZNF706
ENSG00000120963.7	ENST00000521272.1	ZNF706	ZNF706
ENSG00000120963.7	ENST00000518336.1	ZNF706	ZNF706
ENSG00000083307.6	ENST00000251808.3	GRHL2	GRHL2
ENSG00000104490.13	ENST00000395923.1	NCALD	NCALD
ENSG00000104490.13	ENST00000311028.3	NCALD	NCALD
ENSG00000104490.13	ENST00000220931.6	NCALD	NCALD
ENSG00000104490.13	ENST00000521599.1	NCALD	NCALD
ENSG00000104490.13	ENST00000519508.2	NCALD	NCALD
ENSG00000048392.7	ENST00000251810.3	RRM2B	RRM2B
ENSG00000104517.8	ENST00000520539.1	UBR5	UBR5
ENSG00000155087.3	ENST00000285402.3	ODF1	ODF1
ENSG00000155090.10	ENST00000285407.6	KLF10	KLF10
ENSG00000155096.9	ENST00000337198.5	AZIN1	AZIN1
ENSG00000155096.9	ENST00000347770.4	AZIN1	AZIN1
ENSG00000155097.7	ENST00000395862.3	ATP6V1C1	ATP6V1C1
ENSG00000155097.7	ENST00000518738.1	ATP6V1C1	ATP6V1C1
ENSG00000164929.12	ENST00000309982.5	BAALC	BAALC
ENSG00000164930.7	ENST00000522566.1	FZD6	FZD6
ENSG00000164930.7	ENST00000358755.4	FZD6	FZD6
ENSG00000164932.8	ENST00000330295.5	CTHRC1	CTHRC1
ENSG00000164933.7	ENST00000297578.4	SLC25A32	SLC25A32
ENSG00000147647.8	ENST00000351513.2	DPYS	DPYS
ENSG00000164935.2	ENST00000297581.2	DCSTAMP	DCSTAMP
ENSG00000147650.7	ENST00000276654.5	LRP12	LRP12
ENSG00000169946.9	ENST00000407775.2	ZFPM2	ZFPM2
ENSG00000174429.3	ENST00000311955.3	ABRA	ABRA
ENSG00000154188.5	ENST00000517746.1	ANGPT1	ANGPT1
ENSG00000147655.6	ENST00000276659.5	RSPO2	RSPO2
ENSG00000104408.5	ENST00000220849.5	EIF3E	EIF3E
ENSG00000104412.3	ENST00000220853.3	EMC2	EMC2
ENSG00000164841.4	ENST00000297459.3	TMEM74	TMEM74
ENSG00000174417.2	ENST00000518632.1	TRHR	TRHR
ENSG00000174417.2	ENST00000311762.2	TRHR	TRHR
ENSG00000120526.6	ENST00000239690.4	NUDCD1	NUDCD1
ENSG00000205038.7	ENST00000378402.5	PKHD1L1	PKHD1L1
ENSG00000147654.10	ENST00000395785.2	EBAG9	EBAG9
ENSG00000147654.10	ENST00000337573.5	EBAG9	EBAG9
ENSG00000164794.4	ENST00000524391.1	KCNV1	KCNV1
ENSG00000164794.4	ENST00000297404.1	KCNV1	KCNV1
ENSG00000164796.13	ENST00000297405.5	CSMD3	CSMD3
ENSG00000104447.7	ENST00000395715.3	TRPS1	TRPS1
ENSG00000147677.6	ENST00000521861.1	EIF3H	EIF3H
ENSG00000147679.7	ENST00000309822.2	UTP23	UTP23
ENSG00000164754.8	ENST00000297338.2	RAD21	RAD21
ENSG00000205002.3	ENST00000378279.3	AARD	AARD
ENSG00000164756.8	ENST00000456015.2	SLC30A8	SLC30A8
ENSG00000164758.3	ENST00000297347.3	MED30	MED30
ENSG00000182197.6	ENST00000378204.2	EXT1	EXT1
ENSG00000164761.4	ENST00000297350.4	TNFRSF11B	TNFRSF11B
ENSG00000184374.2	ENST00000332843.2	COLEC10	COLEC10
ENSG00000147676.9	ENST00000276681.6	MAL2	MAL2
ENSG00000136999.4	ENST00000259526.3	NOV	CCN3
ENSG00000064313.7	ENST00000378164.2	TAF2	TAF2
ENSG00000136982.5	ENST00000313655.4	DSCC1	DSCC1
ENSG00000155792.5	ENST00000286234.5	DEPTOR	DEPTOR
ENSG00000187955.7	ENST00000297848.3	COL14A1	COL14A1
ENSG00000172172.3	ENST00000306185.3	MRPL13	MRPL13
ENSG00000172167.3	ENST00000305949.1	MTBP	MTBP
ENSG00000172164.9	ENST00000395601.3	SNTB1	SNTB1
ENSG00000172164.9	ENST00000517992.1	SNTB1	SNTB1
ENSG00000170961.6	ENST00000303924.4	HAS2	HAS2
ENSG00000178764.6	ENST00000314393.4	ZHX2	ZHX2
ENSG00000136986.5	ENST00000259512.4	DERL1	DERL1
ENSG00000156787.12	ENST00000287380.1	TBC1D31	TBC1D31
ENSG00000147689.12	ENST00000518448.1	FAM83A	FAM83A
ENSG00000147689.12	ENST00000318462.6	FAM83A	FAM83A
ENSG00000189376.7	ENST00000276704.4	C8orf76	C8orf76
ENSG00000165156.10	ENST00000395571.3	ZHX1	ZHX1
ENSG00000165156.10	ENST00000297857.2	ZHX1	ZHX1
ENSG00000165156.10	ENST00000522655.1	ZHX1	ZHX1
ENSG00000156802.8	ENST00000287394.5	ATAD2	ATAD2
ENSG00000156795.2	ENST00000287387.2	WDYHV1	NTAQ1
ENSG00000156804.3	ENST00000517956.1	FBXO32	FBXO32
ENSG00000175946.8	ENST00000325995.7	KLHL38	KLHL38
ENSG00000104537.12	ENST00000419625.1	ANXA13	ANXA13
ENSG00000176853.11	ENST00000334705.7	FAM91A1	FAM91A1
ENSG00000214814.2	ENST00000522917.1	FER1L6	FER1L6
ENSG00000214814.2	ENST00000399018.1	FER1L6	FER1L6
ENSG00000164983.6	ENST00000297632.6	TMEM65	TMEM65
ENSG00000183665.4	ENST00000328599.3	TRMT12	TRMT12
ENSG00000170881.4	ENST00000303545.3	RNF139	RNF139
ENSG00000147687.12	ENST00000276692.6	TATDN1	TATDN1
ENSG00000147684.3	ENST00000276689.3	NDUFB9	NDUFB9
ENSG00000170873.14	ENST00000518547.1	MTSS1	MTSS1
ENSG00000180938.5	ENST00000319286.5	ZNF572	ZNF572
ENSG00000104549.7	ENST00000265896.5	SQLE	SQLE
ENSG00000164961.11	ENST00000318410.7	KIAA0196	WASHC5
ENSG00000156831.3	ENST00000287437.3	NSMCE2	NSMCE2
ENSG00000156831.3	ENST00000522563.1	NSMCE2	NSMCE2
ENSG00000173334.3	ENST00000311922.3	TRIB1	TRIB1
ENSG00000168672.3	ENST00000304916.3	FAM84B	LRATD2
ENSG00000212993.3	ENST00000465342.2	POU5F1B	POU5F1B
ENSG00000212993.3	ENST00000391675.1	POU5F1B	POU5F1B
ENSG00000147697.4	ENST00000276708.4	GSDMC	GSDMC
ENSG00000153310.14	ENST00000519824.2	FAM49B	CYRIB
ENSG00000153310.14	ENST00000522746.1	FAM49B	CYRIB
ENSG00000153310.14	ENST00000523509.1	FAM49B	CYRIB
ENSG00000153310.14	ENST00000401979.2	FAM49B	CYRIB
ENSG00000153310.14	ENST00000519110.1	FAM49B	CYRIB
ENSG00000153310.14	ENST00000517654.1	FAM49B	CYRIB
ENSG00000153310.14	ENST00000519540.1	FAM49B	CYRIB
ENSG00000153317.10	ENST00000357668.1	ASAP1	ASAP1
ENSG00000153317.10	ENST00000518721.1	ASAP1	ASAP1
ENSG00000155897.5	ENST00000286355.5	ADCY8	ADCY8
ENSG00000132294.9	ENST00000254624.5	EFR3A	EFR3A
ENSG00000258417.2	ENST00000603859.1	OC90	OC90
ENSG00000253117.4	ENST00000254627.3	OC90	OC90
ENSG00000132297.7	ENST00000414222.1	HHLA1	HHLA1
ENSG00000184156.11	ENST00000388996.4	KCNQ3	KCNQ3
ENSG00000129295.4	ENST00000519595.1	LRRC6	DNAAF11
ENSG00000129295.4	ENST00000250173.1	LRRC6	DNAAF11
ENSG00000129292.16	ENST00000395386.2	PHF20L1	PHF20L1
ENSG00000042832.7	ENST00000220616.4	TG	TG
ENSG00000155926.9	ENST00000338087.5	SLA	SLA
ENSG00000104415.9	ENST00000250160.6	WISP1	CCN4
ENSG00000104419.10	ENST00000323851.7	NDRG1	NDRG1
ENSG00000104419.10	ENST00000414097.2	NDRG1	NDRG1
ENSG00000008513.10	ENST00000319914.5	ST3GAL1	ST3GAL1
ENSG00000008513.10	ENST00000399640.2	ST3GAL1	ST3GAL1
ENSG00000008513.10	ENST00000521180.1	ST3GAL1	ST3GAL1
ENSG00000008513.10	ENST00000522652.1	ST3GAL1	ST3GAL1
ENSG00000131773.9	ENST00000355849.5	KHDRBS3	KHDRBS3
ENSG00000147724.7	ENST00000395297.1	FAM135B	FAM135B
ENSG00000169436.12	ENST00000303045.6	COL22A1	COL22A1
ENSG00000169427.2	ENST00000522317.1	KCNK9	KCNK9
ENSG00000169427.2	ENST00000303015.1	KCNK9	KCNK9
ENSG00000169427.2	ENST00000520439.1	KCNK9	KCNK9
ENSG00000167632.10	ENST00000438773.2	TRAPPC9	TRAPPC9
ENSG00000104472.5	ENST00000220913.5	CHRAC1	CHRAC1
ENSG00000123908.7	ENST00000220592.5	AGO2	AGO2
ENSG00000105339.6	ENST00000519811.1	DENND3	DENND3
ENSG00000204882.3	ENST00000377741.3	GPR20	GPR20
ENSG00000184489.7	ENST00000521578.1	PTP4A3	PTP4A3
ENSG00000184489.7	ENST00000329397.1	PTP4A3	PTP4A3
ENSG00000181790.6	ENST00000517894.1	BAI1	ADGRB1
ENSG00000181790.6	ENST00000323289.5	BAI1	ADGRB1
ENSG00000198576.2	ENST00000356613.2	ARC	ARC
ENSG00000167653.4	ENST00000301258.4	PSCA	PSCA
ENSG00000160886.9	ENST00000292430.6	LY6K	LY6K
ENSG00000130193.7	ENST00000336138.3	THEM6	THEM6
ENSG00000126233.1	ENST00000246515.1	SLURP1	SLURP1
ENSG00000197353.3	ENST00000359228.3	LYPD2	LYPD2
ENSG00000180155.14	ENST00000317543.7	LYNX1	SLURP2
ENSG00000180155.14	ENST00000395192.2	LYNX1	LYNX1
ENSG00000180155.14	ENST00000398906.1	LYNX1	LYNX1
ENSG00000180155.14	ENST00000345173.6	LYNX1	LYNX1
ENSG00000167656.4	ENST00000301263.4	LY6D	LY6D
ENSG00000104499.2	ENST00000220940.1	GML	GML
ENSG00000160882.7	ENST00000292427.4	CYP11B1	CYP11B1
ENSG00000179142.2	ENST00000323110.2	CYP11B2	CYP11B2
ENSG00000160932.6	ENST00000292494.6	LY6E	LY6E
ENSG00000160932.6	ENST00000429120.2	LY6E	LY6E
ENSG00000160932.6	ENST00000521699.1	LY6E	LY6E
ENSG00000160932.6	ENST00000520466.1	LY6E	LY6E
ENSG00000160932.6	ENST00000521003.1	LY6E	LY6E
ENSG00000160932.6	ENST00000522971.1	LY6E	LY6E
ENSG00000160932.6	ENST00000522024.1	LY6E	LY6E
ENSG00000261667.1	ENST00000562505.1	RP11-520P18.5	LY6L
ENSG00000181638.13	ENST00000520584.1	ZFP41	ZFP41
ENSG00000181638.13	ENST00000330701.4	ZFP41	ZFP41
ENSG00000250571.2	ENST00000340042.1	GLI4	GLI4
ENSG00000250571.2	ENST00000523522.1	GLI4	GLI4
ENSG00000185730.3	ENST00000330143.3	ZNF696	ZNF696
ENSG00000184428.8	ENST00000329245.4	TOP1MT	TOP1MT
ENSG00000158106.8	ENST00000289013.6	RHPN1	RHPN1
ENSG00000182759.3	ENST00000333480.2	MAFA	MAFA
ENSG00000014164.6	ENST00000262577.5	ZC3H3	ZC3H3
ENSG00000104518.6	ENST00000526406.1	GSDMD	GSDMD
ENSG00000104518.6	ENST00000262580.4	GSDMD	GSDMD
ENSG00000204839.4	ENST00000398882.3	MROH6	MROH6
ENSG00000147813.11	ENST00000449291.2	NAPRT1	NAPRT
ENSG00000179886.4	ENST00000504548.2	TIGD5	TIGD5
ENSG00000104522.11	ENST00000529064.1	TSTA3	GFUS
ENSG00000104522.11	ENST00000425753.2	TSTA3	GFUS
ENSG00000181135.11	ENST00000454097.1	ZNF707	ZNF707
ENSG00000181135.11	ENST00000358656.4	ZNF707	ZNF707
ENSG00000181135.11	ENST00000532158.1	ZNF707	ZNF707
ENSG00000181135.11	ENST00000532205.1	ZNF707	ZNF707
ENSG00000181135.11	ENST00000418203.2	ZNF707	ZNF707
ENSG00000255181.2	ENST00000542437.1	CCDC166	CCDC166
ENSG00000181085.10	ENST00000338033.4	MAPK15	MAPK15
ENSG00000180921.6	ENST00000388913.3	FAM83H	FAM83H
ENSG00000179950.9	ENST00000526683.1	PUF60	PUF60
ENSG00000185189.11	ENST00000442628.2	NRBP2	NRBP2
ENSG00000178685.9	ENST00000313028.7	PARP10	PARP10
ENSG00000178719.12	ENST00000313269.5	GRINA	GRINA
ENSG00000178719.12	ENST00000395068.4	GRINA	GRINA
ENSG00000186583.7	ENST00000377470.3	SPATC1	SPATC1
ENSG00000178814.11	ENST00000426825.1	OPLAH	OPLAH
ENSG00000178896.6	ENST00000316052.5	EXOSC4	EXOSC4
ENSG00000197858.6	ENST00000355091.4	GPAA1	GPAA1
ENSG00000179091.4	ENST00000318911.4	CYC1	CYC1
ENSG00000179526.12	ENST00000398712.2	SHARPIN	SHARPIN
ENSG00000179632.5	ENST00000322428.5	MAF1	MAF1
ENSG00000179632.5	ENST00000532522.1	MAF1	MAF1
ENSG00000179698.9	ENST00000323662.8	KIAA1875	WDR97
ENSG00000235173.2	ENST00000347708.4	FAM203A	HGH1
ENSG00000179832.13	ENST00000398656.4	MROH1	MROH1
ENSG00000179832.13	ENST00000528919.1	MROH1	MROH1
ENSG00000179832.13	ENST00000326134.5	MROH1	MROH1
ENSG00000187786.1	ENST00000340210.1	SCXB	SCX
ENSG00000170727.7	ENST00000307404.5	BOP1	BOP1
ENSG00000188686.2	ENST00000340695.2	SCXA	SCX
ENSG00000185122.6	ENST00000528838.1	HSF1	HSF1
ENSG00000185000.5	ENST00000332324.4	DGAT1	DGAT1
ENSG00000214597.4	ENST00000398633.3	TMEM249	TMEM249
ENSG00000185803.4	ENST00000530047.1	SLC52A2	SLC52A2
ENSG00000185803.4	ENST00000527078.1	SLC52A2	SLC52A2
ENSG00000185803.4	ENST00000402965.1	SLC52A2	SLC52A2
ENSG00000185803.4	ENST00000532887.1	SLC52A2	SLC52A2
ENSG00000185803.4	ENST00000329994.2	SLC52A2	SLC52A2
ENSG00000071894.10	ENST00000349769.3	CPSF1	CPSF1
ENSG00000160948.9	ENST00000526054.1	VPS28	VPS28
ENSG00000160948.9	ENST00000292510.4	VPS28	VPS28
ENSG00000160949.12	ENST00000409379.3	TONSL	TONSL
ENSG00000187954.8	ENST00000530374.1	CYHR1	CYHR1
ENSG00000160973.7	ENST00000377317.4	FOXH1	FOXH1
ENSG00000160972.5	ENST00000292539.4	PPP1R16A	PPP1R16A
ENSG00000160972.5	ENST00000435887.1	PPP1R16A	PPP1R16A
ENSG00000167701.9	ENST00000528431.1	GPT	GPT
ENSG00000167701.9	ENST00000394955.2	GPT	GPT
ENSG00000167700.4	ENST00000301327.4	MFSD3	MFSD3
ENSG00000160957.8	ENST00000428558.2	RECQL4	RECQL4
ENSG00000160959.3	ENST00000529022.1	LRRC14	LRRC14
ENSG00000160959.3	ENST00000292524.1	LRRC14	LRRC14
ENSG00000254402.2	ENST00000529415.2	LRRC24	LRRC24
ENSG00000213563.2	ENST00000524821.1	C8orf82	C8orf82
ENSG00000213563.2	ENST00000534680.1	C8orf82	C8orf82
ENSG00000198169.4	ENST00000292562.7	ZNF251	ZNF251
ENSG00000196378.7	ENST00000429371.2	ZNF34	ZNF34
ENSG00000161016.11	ENST00000394920.2	RPL8	RPL8
ENSG00000161016.11	ENST00000262584.3	RPL8	RPL8
ENSG00000161016.11	ENST00000528957.1	RPL8	RPL8
ENSG00000197363.5	ENST00000533965.1	ZNF517	ZNF517
